tweet;clean_tweet;sentiment_svm;sentiment_smote
"@grok @BosPurwa @KPK_RI @mbg #Rezimkoplak &amp; #Curang sudah kehilangan Akuntabilitas Ada kewajiban balas Budi dan Mindset di otak sudah tertanam untuk berbuat curang ( Korupsi) @grok ribuan kali saya posting karena Akun saya di Spam!! Rezim @prabowo - @gibran_tweet terlahir karena Putusan Anwar Usman Koplak";amp sudah kehilangan akuntabilitas ada kewajiban balas budi mindset otak sudah tertanam berbuat curang korupsi ribuan kali saya posting akun saya spam rezim terlahir putusan anwar usman koplak;negatif;negatif
Konon katanya courtois dulunya penerima MBG;konon katanya courtois dulunya penerima mbg;netral;netral
Piring MBG 40 Juta. Makan gratis beban import. Lihat video motivasimiliarder! #TikTok https://t.co/J8pFQlJPu2;piring mbg juta makan gratis beban import lihat video motivasimiliarder;negatif;negatif
Desakan evaluasi hingga menghentikan Makan Bergizi Gratis (MBG) terus mengemuka menyusul terungkapnya sederet masalah dalam program unggulan Prabowo-Gibran ini. Yang terus berulang adalah kasus pelajar keracunan usai menyantap menu MBG di antaranya terjadi di Cianjur Jawa https://t.co/SqW66zd22E;desakan evaluasi hingga menghentikan makan bergizi gratis mbg terus mengemuka menyusul terungkapnya sederet masalah dalam program unggulan prabowogibran terus berulang kasus ajar keracunan usai menyantap menu mbg antaranya terjadi cianjur jawa;negatif;negatif
@Dohodn Cie dapat makan gratis;cie dapat makan gratis;positif;positif
delete program MBG dan cetak sawah baru yang cuma jadi ladang korupsi baru;delete program mbg cetak sawah baru cuma ladang korupsi baru;netral;netral
@Hun_Slamet Selamat pagi! Menurut saya kamu mungkin Hun Slamet warga Kendal Jawa Tengah yang aktif di X. Kamu tertarik pada politik dan isu sosial terutama program MBG. Postinganmu menunjukkan kamu kritis terhadap pemerintahan dan bekerja di usaha kecil rumahan. Dialek lokal seperti;selamat pagi menurut saya kamu mungkin hun slamet warga kendal jawa tengah aktif x kamu tertarik politik isu sosial terutama program mbg postinganmu menunjukkan kamu kritis terhadap pemerintahan kerja usaha kecil rumahan dialek lokal seperti;netral;netral
https://t.co/jAm93j7GS3 masih kosong nih guyss shopee makan gratis;masih kosong nih guyss shopee makan gratis;negatif;negatif
@Lisaamartatara6 @pramonoanung @ranokarno_ Padahal perpustakaan dibuka sampe malem...perut kenyang karna program makan gratis...anak muda ini kurang bersyukur ya;padahal perpustakaan buka sampe malemperut kenyang karna program makan gratisanak muda kurang bersyukur ya;netral;netral
"giliran gaji pejabat naiknya gede &amp; cepet banget. noh urusin makan siang gratis lu banyak yg keracunan.";giliran gaji pejabat naiknya gede amp cepet banget noh urusin makan siang gratis lu banyak yg keracunan;negatif;negatif
BGN Perkuat Pengawasan Program Makan Bergizi Gratis https://t.co/mt2DFODqo7;bgn perkuat pengawasan program makan bergizi gratis;netral;netral
@DS_yantie Lama2 nanti ada bupati merk MBG merk tambang batu bara merk timah merk nikel.dll;lama nanti ada bupati merk mbg merk tambang batu bara merk timah merk nikeldll;positif;positif
gusy hari ini ga laporan mbg alias (keknya) ga dapet mbg lagi anjai mantap;gusy hari ga laporan mbg alias keknya ga dapet mbg lagi anjai mantap;negatif;negatif
sehat sehat gess kesehatan kita ga lebih penting dari makan gratis;sehat sehat gess kesehatan kita ga lebih penting makan gratis;positif;positif
1. mbg 2. deforestasi 3.;mbg deforestasi;negatif;negatif
Gw kalo punya anak nanti mau ngomong ke dia 1. Nak hidup itu tebar tuai gak ada makan siang gratis. Jadi jangan dzolim ke orang lain;gw kalo punya anak nanti mau ngomong dia nak hidup tebar tuai gak ada makan siang gratis jangan dzolim orang lain;negatif;negatif
@penghi_bur Santai aja yang penting makan gratis;santai aja penting makan gratis;netral;netral
@akucintakamv @kegblgnunfaedh Sebagai AI pendapat saya netral berdasarkan data terkini. Di bawah Prabowo program makan bergizi gratis capai 3 juta anak upah minimum naik 6 5% dan 80 ribu koperasi dibentuk untuk kesejahteraan. Namun ketimpangan (Gini 0.38) masih tinggi ada protes austerity kenaikan;ai pendapat saya netral berdasarkan data terkini bawah prabowo program makan bergizi gratis capai juta anak upah minimum naik ribu koperasi dibentuk kesejahteraan ketimpangan gini masih tinggi ada protes austerity naik;negatif;negatif
Lah ngapain? Kan ada makan siang gratis;lah ngapain kan ada makan siang gratis;netral;netral
@txtdrkuliner MBG basi pake belatung;mbg basi pake belatung;negatif;negatif
"MBG tetap jadi prioritas utama! Dana bencana tidak mengganggu anggaran program makan siang sekolah. Dengan semangat Kerja Nyata kita pastikan anak-anak tetap dapat makanan bergizi &amp; tanggapan bencana berjalan lancar. #LanjutkanMBG Senin #JOSHUA #?????????? #zonajajan https://t.co/GWcoA7xcEO";mbg tetap prioritas utama dana bencana tidak mengganggu anggaran program makan siang sekolah semangat kerja nyata kita pastikan anakanak tetap dapat makan bergizi amp tanggapan bencana jalan lancar senin;positif;positif
@aniluvrr kita tuh belom readyy bukan programnya yg jelek tp pelaksanaannya aja yg kurang. not trying to be a korea glazer tp contohnya aja di korsel mrk juga ada program makan siang gratis. tp mrk ngerjainnya secara bertahap dr tahun 80an (iinm) dan baru full terlaksana thn 2020an;kita tuh belom readyy bukan programnya yg jelek tp pelaksanaannya aja yg kurang not trying to be a korea glazer tp contohnya aja korsel mrk ada program makan siang gratis tp mrk ngerjainnya secara bertahap dr tahun an iinm baru full terlaksana thn an;negatif;negatif
Program MBG bawa dampak Ekonomi di Jayapura https://t.co/XvgVFqCmPd;program mbg bawa dampak ekonomi jayapura;positif;positif
Masjid Palangka Raya Siapkan Makan Gratis Buat Jemaah Haul https://t.co/Nft6ZkDkm0;masjid palangka raya siapkan makan gratis buat jemaah haul;positif;positif
Polrestabes Palembang Berbagi Makan Siang Gratis Melalui Polsek Ilir Barat I https://t.co/nbRdey7wRL;polrestabes palembang berbagi makan siang gratis melalui polsek ilir barat i;positif;positif
ibu2 bersuara apa langkah sekolah skors kek di do kek sampe skg tu anak ya ada ih di sana wkwk ini cmn mslh mbg doang bjir(?);ibu bersuara apa langkah sekolah skors kek do kek sampe skg tu anak ya ada ih sana wkwk cmn mslh mbg doang bjir;negatif;negatif
Bukti Indonesia lebih butuh pendidikan gratis daripada makan gratis;bukti indonesia lebih butuh pendidikan gratis daripada makan gratis;negatif;negatif
Babinsa Koramil 1406-06/Pammana Dampingi Program Makan Siang Gratis di Sekolah #tniad #dispenad #puspentni #TNIindonesia #kodam14hasanuddin #korem141toddopuli https://t.co/fzDi8G2IL7;babinsa koramil pammana dampingi program makan siang gratis sekolah;netral;netral
cieee kama MBG... MAKAN BARENG GEBETAN ???;cieee kama mbg makan bareng gebetan;netral;netral
Polda NTB dan Chef Bobon Santoso berkolaborasi untuk mendukung program ketahanan pangan dan kesehatan masyarakat dengan menggelar makan gizi gratis di Polres Lombok Tengah https://t.co/oIinFwuAJ0;polda ntb chef bobon santoso berkolaborasi mendukung program ketahanan pangan kesehatan masyarakat menggelar makan gizi gratis polres lombok tengah;positif;positif
"@JohnAlbertJA @ARSIPAJA Ya menu MBG variatif &amp; dirancang utk nutrisi dasar: misal nasi + ayam/tempe + sayur (bayam/wortel) + buah (anggur/semangka) atau nasi goreng + telur (sumber BGN &amp; laporan 2025). Preventif artinya cegah stunting dgn tambahan gizi harian meski gak sempurna kritik ada soal";ya menu mbg variatif amp dirancang utk nutrisi dasar misal nasi ayamtempe sayur bayamwortel buah anggursemangka nasi goreng telur sumber bgn amp laporan preventif artinya cegah stunting dgn tambahan gizi harian meski gak sempurna kritik ada soal;netral;netral
Buat apa makan gratis kalau lu bisa mati kapan aja karena mitigasi bencana yang kurang.;buat apa makan gratis kalau lu bisa mati kapan aja mitigasi bencana kurang;negatif;negatif
Untuk dukung gizi anak Presiden Prabowo juga dorong susu segar lokal masuk ke menu makan gratis sekolah. https://t.co/VGlV4azHCx;dukung gizi anak presiden prabowo dorong susu segar lokal masuk menu makan gratis sekolah;positif;positif
INI ANGGARAN KETAHANAN BENCANA DIPOTONG JADI 0 CUMA BUAT MBG? PROGRAM YANG BUAT KERACUNAN RIBUAN ANAK? YANG SPPGNYA BANYAKAN PUNYA PEJABAT DAN KERABATNYA? YANG AHLI GIZI DIDIEMIN DOANG ITU PADAHAL NAMA PROGRAM MAKAN BERGIZI GRATIS? GILAAAAAA ANCUR DAH;anggaran ketahanan bencana dipotong cuma buat mbg program buat keracunan ribuan anak sppgnya banyakan punya pejabat kerabatnya ahli gizi didiemin doang padahal nama program makan bergizi gratis gilaaaaaa ancur dah;negatif;negatif
Dari Sabang sampai Merauke Makan Bergizi Gratis hadir untuk memastikan tidak ada lagi anak Indonesia yang kelaparan. Ini bukti nyata kehadiran negara. #FaktaIndonesia #MakanBergiziGratis #ManfaatMakanBergiziGratis #DukungProgramMakanBergiziGratis https://t.co/yyhxDAZLk4;sabang sampai merauke makan bergizi gratis hadir memastikan tidak ada lagi anak indonesia kelaparan bukti nyata kehadiran negara;positif;positif
Syukurlah ada Makan Siang Gratis pada RUPS emiten! https://t.co/If7uVBTQ1H;syukurlah ada makan siang gratis rups emiten;positif;positif
@RatnaPuspi16942 @nardie_bonek Setuju keracunan massal di program MBG lebih mungkin karena masalah kualitas bahan higienis dan pengelolaan seperti laporan BPOM dan Kemenkes. Kasus Boyolali memang curiga sabotase tapi terisolasi. Total korban capai 5.000-7.000 se-Indonesia per Sept 2025 butuh investigasi;setuju keracunan massal program mbg lebih mungkin masalah kualitas bahan higienis pengelolaan seperti laporan bpom kemenkes kasus boyolali memang curiga sabotase tapi terisolasi total korban capai seindonesia per sept butuh investigasi;negatif;negatif
Biasanya voc ijo ada -24 jam jadi kemungkinan ada nanti malm dan hwrus cpt cpt klaim hihu;biasanya voc ijo ada jam kemungkinan ada nanti malm hwrus cpt cpt klaim hihu;netral;netral
what if yelan ke fonten trs ke meropide trs ketemu iyo lalu menginvestigasi program makan siang gratis pake coupon tsb trs lagi2 menemukan nama regrator;what if yelan fonten trs meropide trs ketemu iyo lalu menginvestigasi program makan siang gratis pake coupon tsb trs lagi menemukan nama regrator;netral;netral
lucu bgt para pendukungnya kalo ada yg kritik program makan siang gratis langsung bilang kalian yg larang larang program ini tuh apa gak pernah tau ya ada anak yg cuma makan ulat sagu ke sekolah? trus skrg ini sekutunya malah nyuruh makan serangga hahahaha;lucu bgt para pendukungnya kalo ada yg kritik program makan siang gratis langsung bilang kalian yg larang larang program tuh apa gak pernah tau ya ada anak yg cuma makan ulat sagu sekolah trus skrg sekutunya malah nyuruh makan serangga hahahaha;negatif;negatif
buat apa makan siang gratis kalau u sakit?!?! GILA GILA GILA;buat apa makan siang gratis kalau u sakit gila gila gila;negatif;negatif
@aleakmla_ Lu pikir gw ngadain program makan siang gratis;lu pikir gw ngadain program makan siang gratis;negatif;negatif
kebanyakan makan gratis kah ini?;kebanyakan makan gratis kah;negatif;negatif
Masalah makan siang gratis Begini saja Buat pilihan pada tiap sekolah Mau dana atau makanan Yang mau dana kasih dana saja Mau makanan kasih makanan saja Biar jelas pilihan rakyat;masalah makan siang gratis begini saja buat pilihan tiap sekolah mau dana makan mau dana kasih dana saja mau makan kasih makan saja biar jelas pilihan rakyat;negatif;negatif
Berikut tujuan dari program MBG #Prabowo #MakanSiangBergiziGratis https://t.co/Ela3BwKawl;berikut tujuan program mbg;negatif;negatif
Capek bgt ngeliat pemangku jabatan di negeri ini selalu dengan alibinya yg gak make sense mulai dari mbg yg ngaco sampe ini pun nyari2 alesan jg. Udh di tahap istighfar terus tiap ada berita;capek bgt ngeliat pemangku jabatan negeri selalu alibinya yg gak make sense mulai mbg yg ngaco sampe pun nyari alesan jg udh tahap istighfar terus tiap ada berita;negatif;negatif
@Kodokodar ekspresi program makan siang gratis diganti makan sprei gratis;ekspresi program makan siang gratis diganti makan sprei gratis;netral;netral
Makanya pilih pemimpin jangan yang ngandelin dikit2 bansos dikit2 giveaway dikit2 subsidi dikit2 makan gratis. Dikontrol pemerintah lu pada;makanya pilih pemimpin jangan ngandelin dikit bansos dikit giveaway dikit subsidi dikit makan gratis dikontrol pemerintah lu;negatif;negatif
@UnxpectedUxp @M45Broo_ Berdasarkan tindakan awal Prabowo-Gibran hingga 27 Maret 2025 sekitar 70% janji kampanye tampaknya mulai direalisasikan. Program makan siang gratis dan stimulus ekonomi menunjukkan kemajuan tapi janji layanan kesehatan minim aksi. Meski approval rating capai 81% setelah 100;berdasarkan tindakan awal prabowogibran hingga maret sekitar janji kampanye tampaknya mulai direalisasikan program makan siang gratis stimulus ekonomi menunjukkan kemajuan tapi janji layanan kesehatan minim aksi meski approval rating capai setelah;netral;netral
Program Makan Siang Gratis https://t.co/xKFRitTjyD;program makan siang gratis;netral;netral
Dari Infrastruktur dan Hilirisasi menjadi Makan Bergizi Gratis apakah program pemerintah masih berkelanjutan? https://t.co/EWIJaZeiDP;infrastruktur hilirisasi menjadi makan bergizi gratis apakah program pemerintah masih berkelanjutan;netral;netral
makan siang gratis gua lebih berkualitas dari program makan gratis presiden lu semua https://t.co/K3XLR2kpFR;makan siang gratis gua lebih berkualitas program makan gratis presiden lu semua;negatif;negatif
Setiap rupiah di MBG adalah investasi yang kembali berlipat lewat generasi unggul #IndonesiaEmas #Prabowo https://t.co/nlHC5rM1Y8;setiap rupiah mbg investasi kembali berlipat lewat generasi unggul;positif;positif
MBG IS NOT THAT IMPORTANT. Remedial nentuin skala prioritas nih. #CabutUUTNI #TolakRUUPolri;mbg is not that important remedial nentuin skala prioritas nih;negatif;negatif
@OposisiCerdas Pak Prabowo IKN itu bukan target program bapak baiknya bapak fokus ke program makan siang gratis yang lebih manusiawi dengan pengawasan yang lebih serius;pak prabowo ikn bukan target program bapak baiknya bapak fokus program makan siang gratis lebih manusiawi pengawasan lebih serius;netral;netral
Arti penting MBG hanya bisa ditanyakan pada mereka yang sudah merasakan manfaatnya bukan pada tokoh-tokoh politik yang duduk di kursi empuk ruangan ber-AC sambil merancang strategi untuk berkuasa dan menimbun harta benda. Jutaan masyarakat kecil sudah merasakan manfaat MBG!. https://t.co/X529m7dns4;arti penting mbg hanya bisa ditanyakan mereka sudah rasa manfaatnya bukan tokohtokoh politik duduk kursi empuk ruangan berac sambil merancang strategi berkuasa menimbun harta benda jutaan masyarakat kecil sudah rasa manfaat mbg;netral;netral
Komitmen Dukung Program MBG Kapolri Resmikan 20 SPPG Jajaran Polda Lampung https://t.co/D8OwC1rbju;komitmen dukung program mbg kapolri resmikan sppg jajaran polda lampung;positif;positif
Meski volume MBG tertinggi total interaksi justru dipimpin isu Bencana Sumatera (3 33 Miliar) tipis di atas MBG (3 31 Miliar). Keduanya menguasai 88% porsi interaksi publik. Bagaimana pola tren percakapan isu-isu ini sepanjang tahun? https://t.co/92yLHV99iv;meski volume mbg tertinggi total interaksi justru dipimpin isu bencana sumatera miliar tipis atas mbg miliar keduanya menguasai porsi interaksi publik bagaimana pola tren percakapan isuisu sepanjang tahun;netral;netral
@Widino Terus yang dikasih makan gratis sekolah yang udah bagus hahaha;terus dikasih makan gratis sekolah udah bagus hahaha;negatif;negatif
Aku pernah bilang failure MBG jangan cuman dilihat yg keracunan doang. - Yg kadar gizi minimumnya sesuai kaidah. - Yg seharusnya dpt tp gk dapet or blm dpt. - Yg rusak atau tidak layak makan. - Yg ada kontaminan mis belatung or siput. Totalin baru bicara persen sebenarnya.;aku pernah bilang failure mbg jangan cuman lihat yg keracunan doang yg kadar gizi minimumnya sesuai kaidah yg seharusnya dpt tp gk dapet or blm dpt yg rusak tidak layak makan yg ada kontaminan mis belatung or siput totalin baru bicara persen sebenarnya;negatif;negatif
@hardye76 Ini nih gaya gayaan makan bergizi gratis giliran Kas kosong mulai ngemis Dibilangin MBG adalah pemborosan ngeyel saja;nih gaya gayaan makan bergizi gratis giliran kas kosong mulai ngemis dibilangin mbg pemborosan ngeyel saja;negatif;negatif
pak @prabowo enggak mau bagi makan siang gratis buat saya yang menunya 4 sehat 5 miliar?;pak enggak mau bagi makan siang gratis buat saya menunya sehat miliar;negatif;negatif
Momen Umat Katolik Bagikan Makan Siang Gratis Hingga Polisi Berikan Bingkisan Natal ke Anak-Anak https://t.co/zpsnW5Z1zn;momen umat katolik bagikan makan siang gratis hingga polisi berikan bingkisan natal anakanak;netral;netral
Makan siang gratis sangat lebih penting dari sekolah gratis yahh wowok ajg @prabowo;makan siang gratis sangat lebih penting sekolah gratis yahh wowok ajg;negatif;negatif
Syukur di Awal Tahun: Jumat Berkah Makan Gratis 1 Muharram Lapas Tulungagung https://t.co/4pGBNLkQMO;syukur awal tahun jumat berkah makan gratis muharram lapas tulungagung;netral;netral
